,text,gender,category
17196,"mr fogg had sixteen hours in which to attend to his business there, which",1,work
17197,"you'll find him working mildly at the bar,",1,work
17198,"self-consciousness of freedom.  business is business, and the man",1,work
17199,belisarius. - his domestic shame and misfortunes.,1,home
17200,"attempts to move.  he made a violent effort to get on board, and",1,achievement
17201,but the ladies of his immediate family were to mrs. westgate's sense--,1,home
17202,"<p>""compose yourself, mr. noel,"" she said, gently.  ""you have no cause to be alarmed at seeing me.  your servant, when i inquired, said you were in the garden, and i came here to find you.  i have traced you out, sir, with no resentment against yourself, with no wish to distress you by so much as the shadow of a reproach.  i come here on what has been, <!--204-->and is still, the business of my life--your service.",0,work
17203,"softly and assuredly, for he was better shod for the job than me,",1,work
17204,``so with man---so his power and his beauty for ever take flight.,1,achievement
17205,"<p>ef&iacute;m's family heard of his return the same day, and came for",1,home
17206,"by how much the better man you are yourself, by so much the more",1,achievement
17207,which the little old man got after her.  the leader closed the,1,achievement
17208,"macnab, and you know what that means.  then he took to working",1,work
17209,"""i somewhat pity him in his household if he does.""",1,home
17210,"reward offered, he applied to the commissioners for leave to try",1,achievement
17211,"but, he never justified himself by a hint tending that way, or tried to",1,achievement
17212,   the deeper he looked at the matter the more certain of success grew,1,achievement
17213,"so much elated with the success of his new comedy, that he has",1,achievement
17214,"topmost boughs of the trees, and brought them home in his basket of",1,home
17215,"  ``umph! that's singular, considering the company he kept.''",1,work
17216,young ignorant creature to leave her family and friends: ,0,home
17217,during his recent intercourse with the browning family,1,home
17218,for his strength.  when the articled young gentleman got the better,1,achievement
17219,<p>coming home to such a scene quite melted her heart.&nbsp; she glanced,0,home
17220,"think me rather inclined to become so,' he added, making an effort to smile,",1,achievement
17221,"<p>""but they would have done better had they given her notice of it.",0,achievement
17222,"what he had planned to do, but was considering",1,achievement
17223,"though he be a likely man, i have seen a better heathen sold",1,achievement
17224,"from his corner on such people and facts as pass by, he tries and",1,achievement
17225,"'never mind that,' said another, 'the joke on him is all the better for it.'",1,achievement
17226,highest resolutions. women were a power in france; they were so many,0,achievement
17227,"natural course of things was acceptable; he worked out his ideas, because,",1,work
17228,her husband. her family were of a delicate constitution: she and edgar,0,home
17229,"he thought, what if himself in perzon tried",1,achievement
17230,men in whose keeping it lies are the business men. the channel by,1,work
17231,in company with a greek spy; but whether he regained his liberty or,1,work
17232,"that, ""if he had it paid he never would borrow again from mortal",1,work
17233,"at broad day, going home stealthily and unsteadily to his lodgings, like",1,home
17234,gentleman of georgy than any plans of his grandfather could,1,achievement
17235,has no doubt taken with him the long record of his faithful work into the,1,work
17236,has madness on one side of his family and a hungarian ,1,home
17237,"<p>every twenty-four hours.&nbsp; he made it his business to go to lyme,",1,work
17238,draw them.  he had better not.  he can do a thousand things i,1,achievement
17239,"out of it.  lord iffield was dying of love for her, but his family",1,home
17240,"""without the authorities at home he could do nothing in the matter.""",1,home
17241,"better still,"" thought the man; but he could not find it here.",1,achievement
17242,"to disdain the pretty trade which she knew, she had neglected to keep",0,work
17243,"before him, and he cried aloud before all the company that he would that",1,work
17244,"in the right, though he had worked hard and lived by no means luxuriously",1,work
17245,"little by little they pacified him, or rather (for he paid",1,work
17246,"a short time, in order to work elsewhere, he must obtain a written",1,work
17247,but he never thought of interfering in any of the small domestic regulations,1,home
17248,the paragraph which apparently absorbed her. by an effort she looked up.,0,achievement
17249,and obliges him to pay the dearer for them; but this additional,1,work
17250,"the success of his arms, the drooping latins were often roused by",1,achievement
17251,"because it is by minding his business only, that he can trade",1,work
17252,the ship in which he made the voyage; how much had he paid for passage-money;,1,work
17253,"    when a man pays insurance, as interest may appear, upon a",1,work
17254,house had tried her moral courage only. it had exacted from her,0,achievement
17255,indecision with which he had twice contended.  it was his better,1,achievement
17256,  a simpler plan for saving man,1,achievement
17257,"to a better position. this man jim would have to relieve. ""but i don't",1,achievement
17258,"western civilizations, and loved to touch and try them. he had the mysterious",1,achievement
17259,"(one of the numerous family of johnsons) rose from his knees,",1,home
17260,he won his revenge by spreading glowing reports among the hunters as to,1,achievement
17261,the air of a man who was ready to return to business,1,work
17262,"of almagro in new castile, whence his own name, for want of a better",1,achievement
17263,"owe it to that good old soul, and pay it back in kindness to his",1,work
17264,"have sent; and further, that the business being urgent, she ought to repair",0,work
17265,of this supreme right and power he had chosen for himself alone the hebrew,1,achievement
17266,"i kicked him.  he sprang up and came after me.  i tried to run away,",1,achievement
17267,"in his view, to be found in the fact that his salary was too small. the",1,work
17268,sovereign wanteth power to rule them at his will. unnecessary laws are,1,achievement
17269,"thermopylae to sparta, the leader of the goths pursued his",1,achievement
17270,a better man than i might have felt nettled.,1,achievement
17271,"stephen said, who when dying in exile frees and endows his slaves, pays",1,work
17272,have seldom met with a man in your line of business that could do,1,work
17273,"hoping to make him pay out dearly, if he should only",1,work
17274,"""fary true,"" said donald; ""but her honour had better hae hauden",0,achievement
17275,he now carried on a small trade in books.  he said that he was,1,work
17276, col. torrens himself wrote much of the political economy of his,1,work
17277,her.  she tried to explain that in english villages such things,0,achievement
17278,felt far more interest in his old patron's family than in all the campbells,1,home
17279,we did not find our friend mozinkwa at his pleasant home on the lokaloeje;,1,home
17280,ultimately succeed in his undertaking. we suppose him to have sufficient,1,achievement
17281,"prepared to give him his company a part of the way, and",1,work
17282,compared with his former home at his grandfather's. the rooms were,1,home
17283,"fragments of his work have come down to us, while two of his",1,work
17284,employment at his trade of copying.  i had heard of him from my ,1,work
17285,"power of repetition in act and thought, that he said, ""all is habit",1,achievement
17286,are more men to do work than there is work for men to do. the men,1,work
17287,nothing better than to display his knowledge and memory by adducing ,1,achievement
17288,always better than his printed opinions. a man always reserves to,1,achievement
17289,"sang hymns, he sang off the same book with me. by trade he was a",1,work
17290,"labour to rise, and consequently the wages of one hundred men for a ",1,work
17291,"he calls mind, and mind begins its work of thinking from some",1,work
17292,"birds worked in gold threads.  on either side of her face, making",0,work
17293,"bread and then tried to induce him to take it off, but he",1,achievement
17294,and walk into his son's workshop to see how business went. there stood,1,work
17295,"trade had not taught him by experience, that an inch was as",1,work
17296,"padre marcos and tried to bully her into marrying me.""",0,achievement
17297,"at her needle for a long time together, and now letting her work fall,",0,work
17298,gallant company makes up for everything.  when he comes to a battle-,1,work
17299,"her primal cause, and how she works according to eternal law. (35) wherefore",0,work
17300,"regular, and strict in the performance of domestic duties.  he",1,home
17301,"and a colony of artificers, whom he sent to labor at samarcand,",1,work
17302,is one that never fails - how does he exercise power over those,1,achievement
17303,"      assistant, mr. holmes; and i know very well that he could better",1,achievement
17304,censure is the tax a man pays to the public for being eminent.,1,work
17305,"power to harp-while-not-harping; merely, when he is not doing it, he",1,achievement
17306,and form his priests on that much-lauded plan,1,achievement
17307,"the use of it is worth, and the debtor must pay him for the risk",1,work
17308,"his money too, so as he had nothing but what he worked for week by",1,work
17309,consulted the family physicians.  but as her pulse indicated no,0,home
17310,"the work to a man of my temperament was mechanical and uninteresting, but",1,work
17311,"formality, but they winked behind his back and tried to mislead him at",1,achievement
17312,"banishment, chynon returned joyfully with his iphigenia home to",1,home
17313,ii. carmen ix. p. 78) describes his own success with some human,1,achievement
17314,"captains then led his company to the louvre, where the king",1,work
17315,"going myself one morning to pay my respects, i found in his antechamber",1,work
17316,thomasin paid her an unexpected visit.  this was not the first,0,work
17317,"detestable.  the man who planned the whole thing was a fool, a",1,achievement
17318,and she seemed to bear it all after a while better than i'd,0,achievement
17319,years; and it is not to be in the power of man to bring it to an,1,achievement
17320,ribbons as she spoke. much too busy to be conscious of the work her fingers,0,work
17321,given power over him. he waited still at the threshold as at the entrance,1,achievement
17322,the types of men were different. scornful and contemptuous of business,1,work
17323,am a young man of reasonable good family and of good means:  both of ,1,home
17324,<p>did check her tears; did earnestly try to compose her spirits,0,achievement
17325,"censorial power over his representative, and were accustomed, if the representative",1,achievement
17326,like a false beacon by a great man to lead astray the effort of a,1,achievement
17327,"of yours, and i feel wretchedly like a swindler.  if his working",1,work
17328,  constable. i was told that by one that knows him better than you.,1,achievement
17329,"and can rise no farther:  he lays out his pay in rushlights, and cheap",1,work
17330,"artisan is not living on the proceeds of the work he has in hand,",1,work
17331,"better still, like a man who wants dreadfully to hit you but is",1,achievement
17332,and he often sells his nephews to pay his debts.  by this and other,1,work
17333,"domestic cat; but in this he was not successful, and a maiden",1,home
17334,rosalind: i like business men. clever men are usually so homely.,1,work
17335,"<p>`i will try to love you,' she was saying, in a trembling voice quite",0,achievement
17336,"<p>`o, he'll pay you. never fear,' he said.",1,work
17337,"family or by her husband ('madras high court reports,' iii. 312).",0,home
17338,"""if he only wanted to steady down, i'd give him a job drivin' the",1,work
17339,father. he had passed the whole time in the household of m.,1,home
17340,"between you,' pursued nicholas. `you pay him for his share in bringing",1,work
17341,"consent of the senate, yet he will be able to manage the business of",1,work
17342,"  ""by no means,"" she answered; ""you're very tired; you must go home",0,home
17343,was more like to pay for his deed--but death or mutilation beneath the wheels,1,work
17344,"for him who has neither labor nor income but to withdraw from life by suicide,",1,work
17345,those whom he had not power to absolve but that he felt again in memory,1,achievement
17346,"oratorian who must be paid a certain salary, although he lived with",1,work
17347,and scanty business that really a woman couldn't feel hurt if you,0,work
17348,"delicately to defame his domestic life, or his racial, religious",1,home
17349,patesville.  a matter of business had brought him,1,work
17350,works; and he tried to work in as slow and quiet and unassuming a manner,1,work
17351,"""why, he paid you for them, you know, and handsome too,"" says mr. ",1,work
17352,better providing for the welfare of communities of men.  he would,1,achievement
17353,"if she did but love him, all would yet go right; and it was better not",0,achievement
17354,she tried to thrust away the too overpowering thought of her,0,achievement
17355,race has a power within him which keeps me at a distance; i cannot,1,achievement
17356,he made sure was won by his adversary.,1,achievement
17357,"to his orders, ought to have been at work at the threshing machine. but",1,work
17358," and his force, like the power of a spring, silently presses on",1,achievement
17359,"a man, through intemperance or extravagance, becomes unable to pay his",1,work
17360,"the notice of mr. liston, the british minister, who paid his",1,work
17361,i hope so.  and i also hope that his powerful vessel has conquered,1,achievement
17362,"<p>when we think that he knows us better than we know ourselves,",1,achievement
17363,he thought he had better be relieved entirely.  he said that,1,achievement
17364,revelations as by the five yellow teeth she showed when she tried to,0,achievement
17365,"goldsmith,) when my tailor brought home my bloom-coloured coat, he",1,home
17366,"better and holier than she was. the little girl was soon asleep, her fears",0,achievement
17367,"draw away the money out of his subjects hands, who by trade",1,work
17368,was smoking his pipe in company with mr wopsle and a stranger. joe greeted,1,work
17369,"""ah! madame,"" he said, ""i pay dear for my liveliness in my lonely",1,work
17370,"believe his red warriors paid him so little respect!""",1,work
17371,while his wife busied herself with domestic matters --,1,home
17372,"him to carry either a gentleman or a lady, and to do odd jobs of",1,work
17373,to his advantage when he is successful in reducing the amount to,1,achievement
17374,"""mrs. o'dowd,"" he said, ""hadn't you better get amelia",1,achievement
17375,"lords as he could lay hands on, and few had escaped; he had won over",1,achievement
17376,    if his business extends he will extend his uses of each,1,work
17377,"or the price lie would have paid for the pleasure, he will have got",1,work
17378,"courage, she won the affections of the poor by comforting",0,achievement
17379,and in fragmentary sentences tried to explain about a doll which she,0,achievement
17380,this is so because he knows better whose knowledge is deduced from,1,achievement
17381,he need entertain no apprehensions of his family sinking into barbarism.,1,home
17382,"tried in vain to reason with one, whose very jealousy of his affection",1,achievement
17383,"again.  ""perhaps i'd better tell you the truth.  he was discharged",1,achievement
17384,"better forms of belief, making him more and more accessible to",1,achievement
17385,ground and tried to protect his comrades.,1,achievement
17386,had not been especially successful there. associated with him was,1,achievement
17387,"<f>rom the little work mentioned, he would have been still more",1,work
17388,following her wonted plan of using one and the same part for several,0,achievement
17389,compelled them to mingle. his own father had won the right of freedom,1,achievement
17390,force of his nature to his work and his money; and like all objects,1,work
17391,and he had made it his business even to conciliate a great hoarse shaggy,1,work
17392,"of army, marat would gibbet, his power in france, on d'orleans, on",1,achievement
17393,"been advanced twice, because he always had to give his pay",1,work
17394,me he would never be very successful or rich. i don't know how this was.,1,achievement
17395,which directly altered the plans of the party.  he had,1,achievement
17396,"if gustavus adolphus owed his success chiefly to his own genius,",1,achievement
17397,"with the vet, her tipster, that gives her all the winners and pays for",0,work
17398,"leader of the lot, and it was to celebrate the end of his leave that he",1,achievement
17399,had persuaded me to do the work of both men for thirty dollars a,1,work
17400,"home to bed, and dreamed of his first wife, and his second wife,",1,home
17401,well that the foreman not only paid him the agreed price of,1,work
17402,"done, ending the work of that day, he sat down and filled his",1,work
17403,of a notion that he should like to try a glass of beer. ,1,achievement
17404,"    hugo was overjoyed. he had already tried to make the king steal,",1,achievement
17405,"states, the supreme civil power directly, we are to understand he doth",1,achievement
17406,the purpose of every boy.  work under him was a pleasure. ,1,work
17407,chirnside says she has paid the kain twice ower.  we'll mak,0,work
17408,knew her much better than they knew him.  it was not even,0,achievement
17409, that germany cannot pay a certain claim does not imply that she,0,work
17410,he would have erzerum in his power in a day.  otherwise he would,1,achievement
17411,"her working at a panel six inches square, at an open casement,",0,work
17412,"pay nothing,"" old sechard was saying to himself. while he tried to",1,work
17413,"<p>partly from the accidental gossip of the women at the table in the servants' hall; partly from a marked paragraph in a swiss newspaper, which she had found one morning lying open on the admiral's easy-chair--she gained the welcome assurance that no danger was to be dreaded, this time, from the housekeeper's presence on the scene.  mrs. lecount had, as it appeared, passed a week or more at st. crux <!--341-->after the date of her master's death, and had then left england, to live on the interest of her legacy, in honorable and prosperous retirement, in her native place.  the paragraph in the swiss newspaper described the fulfillment of this laudable project.  mrs. lecount had not only established herself at zurich, but (wisely mindful of the uncertainty of life) had also settled the charitable uses to which her fortune was to be applied after her death.  one half of it was to go to the founding of a ""lecompte scholarship"" for poor students in the university of geneva.  the other half was to be employed by the municipal authorities of zurich in the maintenance and education of a certain number of orphan girls, natives of the city, who were to be trained for domestic service in later life.  the swiss journalist adverted to these philanthropic bequests in terms of extravagant eulogy.  zurich was congratulated on the possession of a paragon of public virtue; and william tell, in the character of benefactor to switzerland, was compared disadvantageously with mrs. lecount.",0,home
17414,"some work done many times before, he slit it open and took four ingots,",1,work
17415, authority given to it under the present treaty'. she undertakes,0,achievement
17416,his work of authorship.  he declares that they invented plots and ,1,work
17417,the punkah go a little better i will break every bone in his,1,achievement
17418,is expected to marry and go to a home of her own; it's drummed,0,home
17419,a man of power and inspiration or the reverse.,1,achievement
17420,"his poor little business by turning over his money, to have to keep",1,work
17421,"as young bezukhov! yes, i pity him from my heart, and shall try to",1,achievement
17422,clasp her hands behind her head and muse when she was supposed to be working,0,work
17423,"'i considered the time had come,' he said, 'to pay high for",1,work
17424,to pay the price; the nation made him bankrupt.  so that it was,1,work
17425,"sing.  his work is marred by struggle, violence and effort, and he",1,work
17426,"better mother than caddy, who learns, in her scanty intervals of ",0,achievement
17427,work and his comrades and set to playing nurse for me. and for a,1,work
17428,"resent it, because he was ready to labor for samavia.  it was",1,work
17429,by smiles. that he might the better feed and cherish that sacred flame,1,achievement
17430,"better backing than his cumberland friends.--fareweel to you,",1,achievement
17431,"but with a trifle of insistence.  then he listened, tried again",1,achievement
17432,he had felt his pulse quicken a trifle at the business manager's,1,work
17433,"  the last place in which she had worked was a coffee-house, hours",0,work
17434,"we will see! we will try our strength!"" he added defiantly, as              ",1,achievement
17435,he knows he can manage the ship better than any other sailor on,1,achievement
17436,"to him about the spring operations before them, and his plans for the farming.",1,achievement
17437,"wrong, no desire of vengeance."" he then sketched the plan of his",1,achievement
17438,"and pillows on one side of it, while his confidential agent bore him company",1,work
17439,"better to die than leave his banneret.""",1,achievement
17440,"""do the women work at it in silk dresses?"" said i, smiling.",0,work
17441,direct our actions to that which is best: and he has power to,1,achievement
17442,"replacing my daughter in the power of her natural guardian.""",0,achievement
17443,"him that my love of london and of his company was such, that i",1,work
17444,him was passed in the company of subversive writers whose jibes and violence,1,work
17445,"fast and has paid in advance.  give him some of your best,",1,work
17446,"great questions, he one day told his wife kadijah, who with his household",1,home
17447,been better that she had never been born.,0,achievement
17448,something waiting for her round the corner.  she tried to imagine,0,achievement
17449,"the latter tries to sell her a peculiar vegetable, which is bound up in",0,achievement
17450,that the man who wrote shakespeare's works knew all about law and,1,work
17451,at first the male members of the families were content with,1,home
17452,which has enabled roger to work as he has done. i met a man who knew his,1,work
17453,"and had won higher eminence in the world, than any of his race since",1,achievement
17454,and industry as if he had been a baboon escaped from a menagerie. ,1,work
17455,pronounced his arbitrary judgments.  the first consuls succeeded,1,achievement
17456,    but it is not enough that the business man should see a,1,work
17457,"he tried the pen. it was an excellent pen, but what was he to",1,achievement
17458,"know'd as vell as he did, that they liked the climbin' better nor",1,achievement
17459,"morning he walks through the yard, inspects the domestic affairs, and",1,home
17460,start. would he have me take the judge's wages and give him the,1,work
17461,"age, sitting bull got his family together for flight, and then",1,home
17462,"but is a sustained confidence in you and in the truth, she has won ",0,achievement
17463,"<p>as jackson hurried away in company with the man with the ash stick,",1,work
17464,very few.  with his small force he tried to make for the town of ,1,achievement
17465,"wronged by you, or even better men than us--the lacedaemonians",1,achievement
17466,"of authority or submission, all make him more and more an",1,achievement
17467,immediately after he had mentioned the change in sir percival's plans to,1,achievement
17468,"ain't so, thank god,"" he cried.  ""sure i'll never be able to pay",1,work
17469,and it seemed unexplainable that none of her family,0,home
17470,"tetterby made a feint of boxing his ears again, but thought better ",1,achievement
17471,pay for the fulfilment or satisfaction of his desire. he may have,1,work
17472,"controlled himself, and behaved like a man instead of a child.",1,achievement
17473,  williams. you pay him then! that's a perilous shot out of an,1,work
17474,"workman, hiring a quantity of power sufficient for his purpose,",1,achievement
17475,"them away now with a better kind of shame, i hope, and told him ",1,achievement
17476,"be over, she could not have wished for a better and pleasanter life. the",0,achievement
17477,"could grow, there was plenty of labor needed.  he looked happy as well",1,work
17478,"fabulous sums to try and make up for his losses, and very soon",1,achievement
17479,i have not tried to account for it. i feel sure he will return. when he,1,achievement
17480,bois-guilbert made an effort to suppress his rising,1,achievement
17481,"  ""i must perforce try him in italian,"" said my uncle, with a shrug.",1,achievement
17482,"work were permitted. each had his allotted task, and none were",1,work
17483,"be told that it is the business of associations of men to defend themselves,",1,work
17484,"tinia.  she was young, had no parents, and worked",0,work
17485,that by the time may was well started the kind of company she kept,0,work
17486,think you had better take her again until she grows quiet.'',0,achievement
17487,"he raised his eyes, saw jukes gazing at him dubiously, and tried",1,achievement
17488,"""well,"" she said, ""i'll try and get ready then.""",0,achievement
17489,"to her as the price paid by strangers for the poor, faint, valueless sketches,",0,work
17490,"doing it dishonor!""  later, after he had been working for a week,",1,work
17491,"day out, he would work upon her, sitting by the chimney-side with",1,work
17492,"khalifah?"" but he paid no heed to them and passed on till he came to",1,work
17493,more and more; and as he had none of the political power,1,achievement
17494,"hand of the stove, and the spittoon on the left, and then working his way",1,work
17495,"for the generous effort which had redeemed her from suffering,",0,achievement
17496,conducting these cases. in 1294 some norfolk men tried to get,1,achievement
17497,town to be searched for more citizens to come and help him pay,1,work
17498,pick it up and to place it over his face was a work requiring some,1,work
17499,"so many better men have gone, and yet the world rolls on just the same.",1,achievement
17500,"the sister tried to speak, but she only managed to stammer a few",0,achievement
17501,"work and had opened the door to leave, when he spoke to me.",1,work
17502,"<p>of asking what he meant?&nbsp; he tried to smile as he replied,",1,achievement
17503,where wages are low every undertaker will save his capital and,1,work
17504,"similar reason, in such a case let him pay the penalty of murder, as",1,work
17505,"painted black, excepting a white band across his eyes) succeeded in making",1,achievement
17506,"  'my health is better for it,' he added hastily. 'and i am very",1,achievement
17507,compelled to pay treble costs for not bringing forward his action.,1,work
17508,he received the plan remarked that diversions planned over great,1,achievement
17509,that his father was able to pay all his debts before he died.',1,work
17510,"sairah. so much so, that i was obliged to see him home in a hackney coach",1,home
17511,the increase of his capital. the limits of his power are not yet,1,achievement
17512,"<p>he said a few unimportant words, with a visible effort to preserve his",1,achievement
17513,crop and his little home as security.  once he failed to meet his,1,home
17514,at his honest trade of a blacksmith; employing his leisure hours in,1,work
17515,advantage. her citizens would not consent that a duty paid by them,0,work
17516,"<p>among several investigations which were undertaken at this time, one was an attempt to find some rule, or law, which would enable a foreman to know in advance how much of any kind of heavy laboring work a man who was well suited to his job ought to do in a day; that is, to study the tiring effect of heavy labor upon a first-class man. our first step was to employ a young college graduate to look up all that had been written on the subject in english, german, and french. two classes of experiments had been made: one by physiologists who were studying the endurance of the human animal, and the other by engineers who wished to determine what fraction of a horse-power a man-power was. these experiments had been made largely upon men who were lifting loads by means of turning the crank of a winch from which weights were suspended, and others who were engaged in walking, running, and lifting weights in various ways. however, the records of these investigations were so meager that no law of any value could be deduced from them. we therefore started a series of experiments of our own. </p>",1,work
17517,     alliance in some other.  the women were the great power among the,0,achievement
17518,"<p>against you, has put it in his power to make his own choice;",1,achievement
17519,the case for the men who work in the composition and press rooms,1,work
17520,"him, and that ""he was not the right sort of man."" he had tried              ",1,achievement
17521,said that the price which i had agreed to pay him for the loan,1,work
17522,before her in the day of her power and forsake her in her age and,0,achievement
17523,        when 'twas their plan to coax her by degrees,0,achievement
17524,"hempseed, for he was an authority and important personage not only at",1,achievement
17525,"to do the same, deserted her for a better speculation! oh! mr. weller,",0,achievement
17526,"    when thou didst hate him worst, thou lovedst him better",1,achievement
17527,hamburg; the man to whom we owed so much would not allow us to pay our,1,work
17528,country-townsfolk walking home at its leisure can look at a woman out of,0,home
17529,his ordinary business require but little mental exertion and bodily,1,work
17530,"stared him and his family in the face.  ""thus,"" said he, ""i fooled",1,home
17531,were to work in such places. so between masters and men th' wheels fall,1,work
17532,out of his own head.  he commanded that this work of art be,1,work
17533,"<p>to twickenham, with a family whom she had just grown",0,home
17534,should be the dominant power in the world; his patriotism had had,1,achievement
17535,"slowly home and, hat in hand, bathed his burning forehead in the ",1,home
17536,table. 'she's quick at picking up; yet i could do better had she never,0,achievement
17537,hold him!  he has not paid the toll!  he has not shown his,1,work
17538,swiss mountains. they brought him up to work for them. he grew up like,1,work
17539,"and found, as better they observed his cheer,",1,achievement
17540,"very long, to the end that he might the better know him the next",1,achievement
17541,"support her and pay these debts?  i'll try it, but i",0,work
17542,home if some of his wives were up here with him?  the ,1,home
17543,"strong man's arms."" but i say, ""teach him to use them to better",1,achievement
17544,"brow of the hill. the old clerk tried to go with the rest, but his strength",1,achievement
17545,his body. and this tattooing had been the work of a departed prophet,1,work
17546,"it is in her power to grant.""",0,achievement
17547,"  her plan she deem'd both innocent and feasible,",0,achievement
17548,"in his company, my first business was to go to that part of the",1,work
17549,"<p>""disgusted, i dare say, and gone home as suddenly as he came.",1,home
17550,get nanny well up to her work next week.'</dd>,0,work
17551,day. in the afternoon he made a feeble effort to get at the food. i had,1,achievement
17552,she swayed forward and the harvester tried to reach,0,achievement
17553,"that if it had been good for anything, so successful a man as himself would",1,achievement
17554,"time and time again in his verse, nowhere better than in",1,achievement
17555,total utility of his entire wages (which means for him protection,1,work
17556,"mr. gillingham was at home replied that he was, going at once off to his",1,home
17557,"seemed to be jocose.  he was gifted with the power of sarcasm, and",1,achievement
17558,"work conscientiously, thoughtfully; he erased, he revised, and he ",1,work
17559,the unwilling hands of king john when he succeeded,1,achievement
17560,"the book. he tried to read, but he could not revive the very vivid interest",1,achievement
17561,have been better devised for giving her an interest in the invalid. the,0,achievement
17562,only power is in their till.  the men of mark in society - the,1,achievement
17563,better things to give a damn for boche guns.  he doesn't take,1,achievement
17564,with work lay on the table.  his wife pretended not to see him rub,1,work
17565,"he allowed himself a few little trips about france, and he planned to",1,achievement
17566,"commentary to the annals of nestor;"" and his work is the mine",1,work
17567,"is true, and the men argued with.  some crews had been won over",1,achievement
17568,"of my liberal efforts toward his coreligionists.  it was she, in",1,achievement
17569,money by working over-time.  this was the slender fund which his,1,work
17570,"intangible something working on you, she says.",0,work
17571,realizes the power of simplicity.  this principle is his fundamental,1,achievement
17572,"  ""to pay him a visit?""",1,work
17573,"made great progress in the industry of the men who tear off lead,",1,work
17574,"of man to suit the sort of work for which we got them, or if naturally",1,work
17575,showed how little he liked the pleasantry; ``but our business,1,work
17576,"all the work that an uneasy man makes willingly for himself, rather",1,work
17577,haliartus; and in the first instance he tried to persuade the citizens,1,achievement
17578,"work of profound erudition, that would be purchased by every man who",1,work
17579,"warned him not to trust to such a venture, declaring that the plan was",1,achievement
17580,"would have known that it was her business to brush hair,",0,work
17581,"this so powerful man inspired him with, and the pity he felt",1,achievement
17582,would have no company with any man who went beyond half,1,work
17583,his calculations to another to be worked out in definite ,1,work
17584,"whole of his heart, and when he returned home to his mother, he was as",1,home
17585,"rest. her arm-chair was near her. better rest, for a moment or",0,achievement
17586,"possible. he tried to talk about something else, but",1,achievement
17587,"sometimes, when monsieur de chavigny paid him a visit, the",1,work
17588,"fisted.""  he would pay what he owed and not a nickel",1,work
17589,"<p>&nbsp;&nbsp;&nbsp;&nbsp; edward tried to return her kindness as it deserved,",0,achievement
17590,"paid my expenses in hopes of any return, she was terribly cheated, for",0,work
17591,"working at his chambers in the temple, with a busy aspect, and his",1,work
17592,"mr. george sits, with his arms folded, consuming the family and the ",1,home
17593,"beyond the alps, which his successful valor had recovered from",1,achievement
17594,"sacrifice my pride, and renew my efforts once again to make his home agreeable",1,home
17595,"declaring that she ought to have been at home a full hour ago, a coach",0,home
17596,"'i tried to get it down,' rejoined the other.  'but her teeth",0,achievement
17597,"free, he was no longer obliged to work for his old master--that all",1,work
17598,"morgan was dear to his mother, but he never was better dressed than",1,achievement
17599,of her heart that the members appreciated her efforts so sincerely.,0,achievement
17600,"had been in his company all the time, but whom he had some vague",1,work
17601,few visits or she would have been discovered.  when wilson tried,0,achievement
17602,"working over him, however, when he signed for paper and pencil.",1,work
17603,the household proper consisted of a man with one or more wives,1,home
17604,"woman is a-listening somewheres, or i'll forfeit the business and ",0,work
17605,"weary business ended and the suits adjudged, he were faring to his",1,work
17606,"prince, and were paid from his royal treasury. but the bashaws,",1,work
17607,come back on account of domestic difficulties which he specified at,1,home
17608,"<p>""impossible! "" matthewson cried. ""he can't make ends meet on his salary",1,work
17609,what to do with himself or even how to get home to his island,1,home
17610,"finest workman in london, and consequently in england.  he works",1,work
17611,"since he came home from that wild-goose chase, he has been there--",1,home
17612,that for his judge to say. i am glad and satisfied that my work,1,work
17613,without the innate power of the captain in the man who wields it?,1,achievement
17614,"bright, and the three men were none the better for what they had",1,achievement
17615,individual; he bends his efforts to compass his own invidious,1,achievement
17616,"as usual, he found there ""the father and daughter;"" but he paid",1,work
17617,prevent the working man from resisting this scourge; and no fiscal,1,work
17618,"of domestic comforts and endearments. he had a son and a nominal daughter,",1,home
17619,"expressed by the learned sanchez in his work _de jure-jurando,_",1,work
17620,"another expression he made use of, i hope he will resemble much better",1,achievement
17621,"for you will observe, there is no man who works at any particular",1,work
17622,he would soon be home from his afternoon's walk. he is very regular in,1,home
17623,"lost, and as long as they can remain in his company they will not",1,work
17624,excesses in order that he might rule in his name. whereupon the family,1,home
17625,"he wanted his industry to be run on love. oh, he wanted love to be the",1,work
17626,"  green. that he, our hope, might have retir'd his power",1,achievement
17627,"it was work in which she gloried, and she persisted. ""had i been",0,work
17628,"felt so much better the next day, that he dressed and went",1,achievement
17629,"trade with the neighboring tribes, he prosecuted his journey to the columbia; where he",1,work
17630,"he is likely to be benefited, and when not to be benefited, by the work",1,work
17631,"""why, we're not better than one another, are we?"" he replied.",1,achievement
17632,"[33] or, ""throwing his whole weight on the thrust, press home with all",1,home
17633,"influence; for, working in the truest spirit, he readily commanded",1,work
17634,would be better at the bottom of the river than remaining with her,0,achievement
17635,"junior, from messrs. boulton and watt's works of soho.  he",1,work
17636,"instead of thanking me, he said that if i tried to",1,achievement
17637,and carried mrs. jameson's works about in his trunk;,1,work
17638,"and tried to make out where he was, the river itself might have",1,achievement
17639,"confidence in his money and in his family greatness, which sometimes did",1,home
17640,"he got drunk and fell down the hatchway, and was borne to his home a corpse.",1,home
